"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"2020-01-01",0,0,0,0.000252780586450961,0.000649139889646219,0.00242424242424242,0.000278164116828929,0,0.000871839581517001,0.00160025604096655,0.000874508089199825,0.000801282051282051,0.00170648464163823,0
"2020-02-01",0.00175284837861525,0.00127877237851662,0.00119521912350598,0.00278193879734646,0.00637694851204535,0.00294637595757219,0.00467687074829932,0.0016359918200409,0.00104044739237872,0.0127459129952896,0.00881834215167548,0.00878552971576227,0.00934886009512875,0.000745897563401293
"2020-03-01",0.00724450194049159,0.0100502512562814,0.00501031535514294,0.00846493998736576,0.00965891940839119,0.0101130753304666,0.0107788067405496,0.00704776820673453,0.00535117056856187,0.0112219451371571,0.0159344915348014,0.0131257888094236,0.0108964834076275,0.0102994011976048
"2020-04-01",0.0133206470028544,0.00942587832047986,0.00669941938365342,0.0151622002820874,0.0107050572166851,0.0146296860713197,0.0125513958017745,0.00909521553765988,0.00759072475824062,0.00953803723282004,0.0114386982439182,0.016602809706258,0.0105344694035631,0.00831600831600832
"2020-05-01",0.0119352088661552,0.00809170600134862,0.00184842883548983,0.0126131473512391,0.00656814449917898,0.0124975779887619,0.0135456981244418,0.00865031401824861,0.0055887209450019,0.01,0.0138287237587471,0.0101355978633064,0.0122784663500521,0.00587570621468927
"2020-06-01",0.00931458699472759,0.0164609053497942,0.00776053215077605,0.00968962906888721,0.00452944136889784,0.0177083333333333,0.00565681961030798,0.00932944606413994,0.00682166225810943,0.00992877185409022,0.0122233930453109,0.0127340823970037,0.0110812094348583,0.00617577197149644
"2020-07-01",0.00899947061937533,0.00588928150765607,0.00230627306273063,0.00903225806451613,0.00340241261985772,0.0127007844602167,0.00592660132208799,0.00813571057642375,0.00630441308916241,0.00864779874213836,0.0110024449877751,0.013217279174726,0.0134113630821751,0.00559597090095131
"2020-08-01",0.00847856806406029,0.00599700149925037,0.00246761258482418,0.0080373347161006,0.00711445909186022,0.0108806035108081,0.0126065999258435,0.0103763987792472,0.0052194084670404,0.00810810810810811,0.010986328125,0.0139416983523447,0.0140280561122244,0.00744132799084144
"2020-09-01",0.0082469866779446,0.00470219435736677,0.00227186671715259,0.00891613262747283,0.00515463917525773,0.0154316696788544,0.00564971751412429,0.00873596006418256,0.00291903518205562,0.0100836730315383,0.0143487858719647,0.00748829953198128,0.0140064196089875,0.00872219799389446
"2020-10-01",0.00661675082709385,0.0027124773960217,0.00330906684315023,0.00867729831144465,0.0116094986807388,0.01252211787124,0.00828920101312457,0.00765846504806909,0.00655052264808362,0.00730307772561294,0.010676741130092,0.00913705583756345,0.0166799954301382,0.0106829454406715
"2020-11-01",0.00769559640872168,0.00941176470588235,0.00532978014656895,0.0108278817956237,0.00178850883076235,0.0137757369278625,0.00964025393839643,0.0110084529192058,0.00736175312446499,0.0100684655658478,0.0107951553449184,0.010054844606947,0.0158378746594005,0.00382096069868996
"2020-12-01",0.011318381890589,0.00635239050484788,0.0034435261707989,0.0111683848797251,0.00364741641337386,0.0156774916013438,0.00388134183532021,0.00814426992437464,0.00876232201533406,0.00822857142857143,0.0112464854732896,0.0101437024513948,0.0194260485651214,0.00812127774769897
"2021-01-01",0.00856938824089503,0.0110174983797796,0.00397877984084881,0.0080521472392638,0.00533258490036486,0.0164616497829233,0.00571428571428571,0.0112676056338028,0.00440320805158044,0.00733220530174845,0.00881057268722467,0.00935064935064935,0.0147861039333908,0.00736738703339882
"2021-02-01",0.0084008400840084,0.00379266750948167,0.00131291028446389,0.0062482249360977,0.00178189593727726,0.0183877852569365,0.00501952035694367,0.00619485639196546,0.00768014456742715,0.00550502632838679,0.0122044241037376,0.0171013253527148,0.012382965871338,0.00717703349282297
"2021-03-01",0.00927643784786642,0.0068159688412853,0.000506585612968592,0.00854700854700855,0.00664251207729469,0.0116804822908817,0.00640439158279963,0.00672559569561875,0.00520833333333333,0.00695079568319005,0.0135389244076721,0.0102286401925391,0.0161217075386013,0.00791831631589915
"2021-04-01",0.00806451612903226,0.00353565114908662,0.00108108108108108,0.00160642570281125,0.00295109612141653,0.0119588615163836,0.00669957686882934,0.00912137006701415,0.00358208955223881,0.0029940119760479,0.0131233595800525,0.00768775872264932,0.020550110654442,0.00509878903760357
"2021-05-01",0.00778426466499861,0.00604432505036938,0.00221434898139947,0.00510890024200054,0.00217485863418878,0.0139152435167615,0.00421940928270042,0.00508420718144264,0.00493875938364283,0.00371954621536173,0.00564652738565782,0.00467653936087295,0.0136393878908849,0.0036650690724556
"2021-06-01",0.00628212450028555,0.00407213496218732,0.000887049083382614,0.00430748840291584,0.00186697782963827,0.00993994615862497,0.000772499034376207,0.00412249705535925,0.00355805243445693,0.00676895306859206,0.0109976433621367,0.00813871196036801,0.0174190382728165,0.00121261115602264
"2021-07-01",0.00392498909725251,0.0105555555555556,0.000339328130302002,0.00434027777777778,0.0014402304368699,0.00476980506014102,0.00452488687782805,0.00435287289611143,0.00245426149040607,0.00567836138714257,0.0120336943441637,0.00840336134453781,0.0165894120517199,0.00444691495275153
"2021-08-01",0.00647482014388489,0.00258899676375405,0.000980632507967639,0.00468521229868228,0.00133600534402138,0.0107463853067605,0.00897129186602871,0.00668964119197243,0.00299982353979178,0.00524442779546732,0.0094876660341556,0.00632911392405063,0.0166112956810631,0.00285204991087344
